x_,y_,t_,id
,,2011/02/28 04:50:49+00,1072
,,2011/02/28 05:00:38+00,1072
,,2011/02/28 05:10:56+00,1072
,,2011/02/28 05:21:03+00,1072
,,2011/02/28 05:30:30+00,1072
,,2011/02/28 05:40:40+00,1072
,,2011/02/28 05:50:37+00,1072
,,2011/02/28 06:00:22+00,1072
,,2011/02/28 06:11:27+00,1072
,,2011/02/28 06:41:49+00,1072
,,2011/02/28 06:50:53+00,1072
,,2011/02/28 07:01:01+00,1072
,,2011/02/28 07:11:07+00,1072
,,2011/02/28 07:20:13+00,1072
,,2011/02/28 08:21:14+00,1072
,,2011/02/28 08:30:43+00,1072
,,2011/02/28 09:00:58+00,1072
,,2011/02/28 09:20:46+00,1072
,,2011/02/28 09:30:44+00,1072
,,2011/02/28 09:40:54+00,1072
,,2011/02/28 09:50:37+00,1072
,,2011/02/28 10:10:52+00,1072
,,2011/02/28 10:21:05+00,1072
,,2011/02/28 10:30:25+00,1072
,,2011/02/28 10:40:40+00,1072
,,2011/02/28 10:50:52+00,1072
,,2011/02/28 11:00:37+00,1072
,,2011/02/28 11:10:41+00,1072
,,2011/02/28 11:20:59+00,1072
,,2011/02/28 11:30:55+00,1072
,,2011/02/28 11:40:46+00,1072
,,2011/02/28 12:51:06+00,1072
,,2011/02/28 13:01:16+00,1072
,,2011/02/28 13:11:22+00,1072
,,2011/02/28 13:21:37+00,1072
,,2011/02/28 13:30:40+00,1072
,,2011/02/28 13:40:32+00,1072
,,2011/02/28 13:51:04+00,1072
,,2011/02/28 14:11:48+00,1072
,,2011/03/01 01:21:20+00,1072
,,2011/03/01 01:30:37+00,1072
,,2011/03/01 01:40:42+00,1072
,,2011/03/01 01:50:52+00,1072
,,2011/03/01 02:00:41+00,1072
,,2011/03/01 02:10:42+00,1072
,,2011/03/01 02:21:04+00,1072
,,2011/03/01 02:30:51+00,1072
,,2011/03/01 02:40:20+00,1072
,,2011/03/01 02:51:10+00,1072
,,2011/03/01 03:10:53+00,1072
,,2011/03/01 03:20:50+00,1072
,,2011/03/01 03:30:44+00,1072
,,2011/03/01 03:40:53+00,1072
,,2011/03/01 03:50:52+00,1072
,,2011/03/01 04:00:39+00,1072
,,2011/03/01 04:10:51+00,1072
,,2011/03/01 04:20:58+00,1072
,,2011/03/01 04:30:54+00,1072
,,2011/03/01 04:40:40+00,1072
,,2011/03/01 04:50:30+00,1072
,,2011/03/01 05:00:10+00,1072
,,2011/03/01 05:10:43+00,1072
,,2011/03/01 05:21:12+00,1072
,,2011/03/01 05:30:39+00,1072
,,2011/03/01 05:40:51+00,1072
,,2011/03/01 05:50:40+00,1072
,,2011/03/01 06:00:57+00,1072
,,2011/03/01 06:10:52+00,1072
,,2011/03/01 06:40:46+00,1072
,,2011/03/01 06:50:10+00,1072
,,2011/03/01 07:00:19+00,1072
,,2011/03/01 07:10:54+00,1072
,,2011/03/01 07:20:52+00,1072
,,2011/03/01 07:40:49+00,1072
,,2011/03/01 07:50:15+00,1072
,,2011/03/01 08:00:40+00,1072
,,2011/03/01 08:10:50+00,1072
,,2011/03/01 08:20:51+00,1072
,,2011/03/01 08:30:52+00,1072
,,2011/03/01 08:40:46+00,1072
,,2011/03/01 08:50:47+00,1072
,,2011/03/01 09:00:27+00,1072
,,2011/03/01 09:10:31+00,1072
,,2011/03/01 09:20:49+00,1072
,,2011/03/01 09:30:49+00,1072
,,2011/03/01 09:40:46+00,1072
,,2011/03/01 09:50:56+00,1072
,,2011/03/01 10:00:56+00,1072
,,2011/03/01 10:21:13+00,1072
,,2011/03/01 10:31:39+00,1072
,,2011/03/01 10:50:53+00,1072
,,2011/03/01 11:00:56+00,1072
,,2011/03/01 11:31:26+00,1072
,,2011/03/01 11:41:05+00,1072
,,2011/03/01 11:50:53+00,1072
,,2011/03/01 12:20:52+00,1072
,,2011/03/01 12:30:49+00,1072
,,2011/03/01 12:40:53+00,1072
,,2011/03/01 13:00:57+00,1072
,,2011/03/01 13:51:18+00,1072
,,2011/03/01 14:01:24+00,1072
,,2011/03/01 14:10:52+00,1072
,,2011/03/01 14:21:51+00,1072
,,2011/03/01 14:30:53+00,1072
,,2011/03/01 14:41:16+00,1072
,,2011/03/01 14:51:00+00,1072
,,2011/03/01 15:01:02+00,1072
,,2011/03/01 15:41:15+00,1072
,,2011/03/01 15:51:33+00,1072
,,2011/03/01 16:21:39+00,1072
,,2011/03/01 16:30:52+00,1072
,,2011/03/01 16:41:22+00,1072
,,2011/03/01 20:21:16+00,1072
,,2011/03/01 20:41:06+00,1072
,,2011/03/01 20:50:57+00,1072
,,2011/03/01 22:01:34+00,1072
,,2011/03/01 22:10:52+00,1072
,,2011/03/01 22:20:16+00,1072
,,2011/03/01 22:30:17+00,1072
,,2011/03/01 22:40:27+00,1072
,,2011/03/01 23:00:26+00,1072
,,2011/03/01 23:10:56+00,1072
,,2011/03/01 23:21:22+00,1072
,,2011/03/01 23:30:17+00,1072
,,2011/03/01 23:40:09+00,1072
,,2011/03/01 23:50:18+00,1072
,,2011/03/02 00:00:20+00,1072
,,2011/03/02 00:10:17+00,1072
,,2011/03/02 00:20:39+00,1072
,,2011/03/02 00:30:23+00,1072
,,2011/03/02 00:40:48+00,1072
,,2011/03/02 00:50:44+00,1072
,,2011/03/02 01:00:19+00,1072
,,2011/03/02 01:10:14+00,1072
,,2011/03/02 01:20:52+00,1072
,,2011/03/02 01:30:20+00,1072
,,2011/03/02 01:40:17+00,1072
,,2011/03/02 01:50:09+00,1072
,,2011/03/02 02:00:20+00,1072
,,2011/03/02 02:10:27+00,1072
,,2011/03/02 02:20:08+00,1072
,,2011/03/02 02:30:17+00,1072
,,2011/03/02 02:40:19+00,1072
,,2011/03/02 02:50:49+00,1072
,,2011/03/02 03:00:52+00,1072
,,2011/03/02 03:10:44+00,1072
,,2011/03/02 03:20:19+00,1072
,,2011/03/02 03:30:45+00,1072
,,2011/03/02 03:40:13+00,1072
,,2011/03/02 03:50:23+00,1072
,,2011/03/02 04:00:25+00,1072
,,2011/03/02 04:10:32+00,1072
,,2011/03/02 04:20:08+00,1072
,,2011/03/02 04:30:10+00,1072
,,2011/03/02 04:40:22+00,1072
,,2011/03/02 04:50:40+00,1072
,,2011/03/02 05:00:23+00,1072
,,2011/03/02 05:11:10+00,1072
,,2011/03/02 05:20:26+00,1072
,,2011/03/02 05:31:04+00,1072
,,2011/03/02 05:40:52+00,1072
,,2011/03/02 05:50:21+00,1072
,,2011/03/02 06:00:19+00,1072
,,2011/03/02 06:10:53+00,1072
,,2011/03/02 06:20:54+00,1072
,,2011/03/02 06:30:49+00,1072
,,2011/03/02 06:41:10+00,1072
,,2011/03/02 06:51:20+00,1072
,,2011/03/02 07:01:43+00,1072
,,2011/03/02 07:10:52+00,1072
,,2011/03/02 07:20:53+00,1072
,,2011/03/02 07:30:59+00,1072
,,2011/03/02 07:40:53+00,1072
,,2011/03/02 07:51:10+00,1072
,,2011/03/02 08:00:52+00,1072
,,2011/03/02 23:51:33+00,1072
,,2011/03/03 00:00:59+00,1072
,,2011/03/03 00:10:22+00,1072
,,2011/03/03 02:21:45+00,1072
,,2011/03/03 02:30:24+00,1072
,,2011/03/03 02:40:20+00,1072
,,2011/03/03 02:50:19+00,1072
,,2011/03/03 03:00:26+00,1072
,,2010/12/16 16:45:31+00,1465
,,2010/12/16 21:21:14+00,1465
,,2010/12/16 21:28:26+00,1465
,,2010/12/16 21:32:34+00,1465
,,2010/12/17 08:57:01+00,1465
,,2010/12/17 08:58:05+00,1465
,,2010/12/17 09:05:14+00,1465
,,2010/12/17 09:07:04+00,1465
,,2010/12/17 09:10:56+00,1465
,,2010/12/17 09:16:29+00,1465
,,2010/12/17 09:20:06+00,1465
,,2010/12/17 09:22:27+00,1465
,,2010/12/17 09:24:53+00,1465
,,2010/12/17 09:37:24+00,1465
,,2010/12/17 09:40:35+00,1465
,,2010/12/17 09:42:33+00,1465
,,2010/12/18 01:08:43+00,1465
,,2010/12/18 01:12:23+00,1465
,,2010/12/18 01:14:16+00,1465
,,2010/12/18 01:16:17+00,1465
,,2010/12/18 01:24:34+00,1465
,,2010/12/18 01:27:22+00,1465
,,2010/12/18 01:28:10+00,1465
,,2010/12/18 01:30:17+00,1465
,,2010/12/18 01:32:07+00,1465
,,2010/12/18 01:34:15+00,1465
,,2010/12/18 01:38:06+00,1465
,,2010/12/18 01:40:07+00,1465
,,2010/12/18 01:50:07+00,1465
,,2010/12/18 01:58:42+00,1465
,,2010/12/18 02:02:28+00,1465
,,2010/12/18 02:04:10+00,1465
,,2010/12/18 02:13:22+00,1465
,,2010/12/18 02:19:22+00,1465
,,2010/12/18 02:20:09+00,1465
,,2010/12/18 02:22:07+00,1465
,,2010/12/18 02:24:09+00,1465
,,2010/12/18 02:26:09+00,1465
,,2010/12/18 02:28:10+00,1465
,,2010/12/18 02:30:27+00,1465
,,2010/12/18 02:41:04+00,1465
,,2010/12/18 02:44:18+00,1465
,,2010/12/18 02:50:59+00,1465
,,2010/12/18 02:54:31+00,1465
,,2010/12/18 08:16:56+00,1465
,,2010/12/18 08:20:08+00,1465
,,2010/12/18 08:22:17+00,1465
,,2010/12/18 08:24:08+00,1465
,,2010/12/18 08:26:08+00,1465
,,2010/12/18 08:28:09+00,1465
,,2010/12/18 08:30:18+00,1465
,,2010/12/18 08:36:07+00,1465
,,2010/12/18 08:40:27+00,1465
,,2010/12/18 08:44:56+00,1465
,,2010/12/18 08:46:06+00,1465
,,2010/12/18 08:48:10+00,1465
,,2010/12/18 08:50:18+00,1465
,,2010/12/18 08:52:46+00,1465
,,2010/12/18 09:00:27+00,1465
,,2010/12/18 09:03:37+00,1465
,,2010/12/18 09:08:11+00,1465
,,2010/12/18 09:12:35+00,1465
,,2010/12/18 09:15:21+00,1465
,,2010/12/18 09:16:06+00,1465
,,2010/12/18 09:18:05+00,1465
,,2010/12/18 09:21:13+00,1465
,,2010/12/18 09:22:10+00,1465
,,2010/12/18 09:24:05+00,1465
,,2010/12/18 09:26:09+00,1465
,,2010/12/18 09:28:12+00,1465
,,2010/12/18 09:30:05+00,1465
,,2010/12/18 09:34:07+00,1465
,,2010/12/18 09:36:09+00,1465
,,2010/12/18 09:38:08+00,1465
,,2010/12/18 09:40:08+00,1465
,,2010/12/18 09:42:07+00,1465
,,2010/12/18 09:44:08+00,1465
,,2010/12/18 23:01:25+00,1465
,,2010/12/18 23:10:44+00,1465
,,2010/12/18 23:12:40+00,1465
,,2010/12/18 23:20:21+00,1465
,,2010/12/18 23:26:45+00,1465
,,2010/12/18 23:30:27+00,1465
,,2010/12/18 23:32:10+00,1465
,,2010/12/18 23:34:07+00,1465
,,2010/12/18 23:47:03+00,1465
,,2010/12/18 23:50:22+00,1465
,,2010/12/18 23:54:05+00,1465
,,2010/12/18 23:56:06+00,1465
,,2010/12/18 23:58:09+00,1465
,,2010/12/19 00:00:06+00,1465
,,2010/12/19 00:02:08+00,1465
,,2010/12/19 00:04:08+00,1465
,,2010/12/19 00:06:12+00,1465
,,2010/12/19 00:09:04+00,1465
,,2010/12/19 00:10:45+00,1465
,,2010/12/19 02:41:14+00,1465
,,2010/12/19 02:48:37+00,1465
,,2010/12/19 02:55:08+00,1465
,,2010/12/19 02:56:07+00,1465
,,2010/12/19 02:58:04+00,1465
,,2010/12/19 03:00:16+00,1465
,,2010/12/19 03:02:08+00,1465
,,2010/12/19 03:04:13+00,1465
,,2010/12/19 03:06:06+00,1465
,,2010/12/19 03:10:40+00,1465
,,2010/12/19 03:18:16+00,1465
,,2010/12/19 03:26:12+00,1465
,,2010/12/19 03:28:40+00,1465
,,2010/12/19 03:36:52+00,1465
,,2010/12/19 03:42:29+00,1465
,,2010/12/19 03:48:17+00,1465
,,2010/12/19 03:56:05+00,1465
,,2010/12/19 04:00:05+00,1465
,,2010/12/19 04:02:06+00,1465
,,2010/12/19 04:04:06+00,1465
,,2010/12/19 04:06:05+00,1465
,,2010/12/19 04:08:04+00,1465
,,2010/12/19 04:12:09+00,1465
,,2010/12/19 04:14:09+00,1465
,,2010/12/19 04:16:19+00,1465
,,2010/12/19 04:23:10+00,1465
,,2010/12/19 04:26:07+00,1465
,,2010/12/19 04:30:12+00,1465
,,2010/12/19 04:38:24+00,1465
,,2010/12/19 04:44:30+00,1465
,,2010/12/19 04:50:17+00,1465
,,2010/12/19 22:50:16+00,1465
,,2010/12/19 22:56:10+00,1465
,,2010/12/19 23:02:29+00,1465
,,2010/12/19 23:10:09+00,1465
,,2010/12/19 23:18:51+00,1465
,,2010/12/19 23:30:08+00,1465
,,2010/12/19 23:40:50+00,1465
,,2010/12/19 23:46:15+00,1465
,,2010/12/19 23:52:41+00,1465
,,2010/12/19 23:56:07+00,1465
,,2010/12/20 00:01:34+00,1465
,,2010/12/20 00:04:06+00,1465
,,2010/12/20 00:08:26+00,1465
,,2010/12/20 00:10:07+00,1465
,,2010/12/20 00:12:18+00,1465
,,2010/12/20 00:14:08+00,1465
,,2010/12/20 02:29:25+00,1465
,,2010/12/20 02:38:53+00,1465
,,2010/12/20 02:45:40+00,1465
,,2010/12/20 02:46:04+00,1465
,,2010/12/20 02:52:37+00,1465
,,2010/12/20 02:54:32+00,1465
,,2010/12/20 02:56:15+00,1465
,,2010/12/20 02:58:10+00,1465
,,2010/12/20 03:00:13+00,1465
,,2010/12/20 03:04:16+00,1465
,,2010/12/20 03:06:40+00,1465
,,2010/12/20 03:12:41+00,1465
,,2010/12/20 03:15:34+00,1465
,,2010/12/20 03:16:06+00,1465
,,2010/12/20 03:24:08+00,1465
,,2010/12/20 03:26:08+00,1465
,,2010/12/20 03:28:08+00,1465
,,2010/12/20 03:30:08+00,1465
,,2010/12/20 03:32:08+00,1465
,,2010/12/20 03:34:08+00,1465
,,2010/12/20 03:36:08+00,1465
,,2010/12/20 03:38:07+00,1465
,,2010/12/20 03:40:07+00,1465
,,2010/12/20 03:42:07+00,1465
,,2010/12/20 03:44:09+00,1465
,,2010/12/20 03:46:07+00,1465
,,2010/12/20 03:48:06+00,1465
,,2010/12/20 03:50:06+00,1465
,,2010/12/20 03:52:04+00,1465
,,2010/12/20 03:54:08+00,1465
,,2010/12/20 03:58:04+00,1465
,,2010/12/20 04:00:09+00,1465
,,2010/12/20 04:02:08+00,1465
,,2010/12/20 04:04:08+00,1465
,,2010/12/20 04:06:10+00,1465
,,2010/12/20 04:14:07+00,1465
,,2010/12/20 04:16:28+00,1465
,,2010/12/20 04:24:48+00,1465
,,2010/12/20 04:26:08+00,1465
,,2010/12/20 04:28:05+00,1465
,,2010/12/20 04:30:11+00,1465
,,2010/12/20 04:38:24+00,1465
,,2010/12/20 04:40:46+00,1465
,,2010/12/20 04:50:14+00,1465
,,2010/12/20 05:00:25+00,1465
,,2010/12/20 05:10:12+00,1465
,,2010/12/20 05:20:10+00,1465
,,2010/12/20 05:30:19+00,1465
,,2010/12/20 05:40:19+00,1465
,,2010/12/20 05:50:27+00,1465
,,2010/12/20 06:00:11+00,1465
,,2010/12/20 07:00:21+00,1465
,,2010/12/20 08:00:51+00,1465
,,2010/12/20 08:10:08+00,1465
,,2010/12/20 08:20:22+00,1465
,,2010/12/20 09:00:13+00,1465
,,2010/12/20 10:00:43+00,1465
,,2010/12/20 10:22:46+00,1465
,,2010/12/20 10:30:46+00,1465
,,2010/12/20 10:33:34+00,1465
,,2010/12/20 10:35:21+00,1465
,,2010/12/20 10:36:06+00,1465
,,2010/12/20 10:38:05+00,1465
,,2010/12/20 10:46:35+00,1465
,,2010/12/20 10:52:08+00,1465
,,2010/12/20 11:00:16+00,1465
,,2010/12/20 11:10:22+00,1465
,,2010/12/20 11:14:07+00,1465
,,2010/12/20 11:17:34+00,1465
,,2010/12/20 11:24:16+00,1465
,,2010/12/20 11:27:23+00,1465
,,2010/12/20 11:28:11+00,1465
,,2010/12/20 11:30:37+00,1465
,,2010/12/20 11:32:07+00,1465
,,2010/12/20 11:34:09+00,1465
,,2010/12/20 11:40:25+00,1465
,,2010/12/20 11:43:07+00,1465
,,2010/12/20 11:45:22+00,1465
,,2010/12/20 11:46:07+00,1465
,,2010/12/20 11:49:15+00,1465
,,2010/12/20 11:50:40+00,1465
,,2010/12/20 11:52:22+00,1465
,,2010/12/20 12:00:10+00,1465
,,2010/12/20 12:10:27+00,1465
,,2010/12/20 13:00:14+00,1465
,,2010/12/20 14:00:56+00,1465
,,2010/12/20 15:00:45+00,1465
,,2010/12/20 16:00:56+00,1465
,,2010/12/20 17:00:45+00,1465
,,2010/12/20 18:00:56+00,1465
,,2010/12/20 19:01:16+00,1465
,,2010/12/20 20:01:15+00,1465
,,2010/12/20 21:00:56+00,1465
,,2010/12/20 21:10:52+00,1465
,,2010/12/20 21:12:06+00,1465
,,2010/12/20 21:14:17+00,1465
,,2010/12/20 21:16:08+00,1465
,,2010/12/20 21:18:07+00,1465
,,2010/12/20 21:20:08+00,1465
,,2010/12/20 21:22:13+00,1465
,,2010/12/20 21:30:34+00,1465
,,2010/12/20 21:52:18+00,1465
,,2010/12/20 21:54:07+00,1465
,,2010/12/20 21:58:59+00,1465
,,2010/12/20 22:10:22+00,1465
,,2010/12/20 22:15:19+00,1465
,,2010/12/20 22:16:07+00,1465
,,2010/12/20 22:18:08+00,1465
,,2010/12/20 22:20:11+00,1465
,,2010/12/20 22:22:20+00,1465
,,2010/12/20 22:24:07+00,1465
,,2010/12/20 22:26:08+00,1465
,,2010/12/20 22:28:04+00,1465
,,2010/12/20 22:30:08+00,1465
,,2010/12/20 22:32:25+00,1465
,,2010/12/20 22:34:35+00,1465
,,2010/12/20 22:36:16+00,1465
,,2010/12/20 22:38:16+00,1465
,,2010/12/20 22:40:12+00,1465
,,2010/12/20 22:42:36+00,1465
,,2010/12/20 22:51:22+00,1465
,,2010/12/20 22:52:55+00,1465
,,2010/12/20 23:00:48+00,1465
,,2010/12/20 23:21:09+00,1465
,,2010/12/20 23:24:07+00,1465
,,2010/12/20 23:28:07+00,1465
,,2010/12/20 23:30:06+00,1465
,,2010/12/20 23:32:07+00,1465
,,2010/12/20 23:34:07+00,1465
,,2010/12/20 23:36:12+00,1465
,,2010/12/20 23:38:08+00,1465
,,2010/12/20 23:40:08+00,1465
,,2010/12/20 23:42:06+00,1465
,,2010/12/20 23:44:16+00,1465
,,2010/12/20 23:46:06+00,1465
,,2010/12/20 23:48:08+00,1465
,,2010/12/20 23:50:08+00,1465
,,2010/12/20 23:52:08+00,1465
,,2010/12/20 23:54:06+00,1465
,,2010/12/20 23:56:11+00,1465
,,2010/12/20 23:58:12+00,1465
,,2010/12/21 00:00:10+00,1465
,,2010/12/21 00:05:40+00,1465
,,2010/12/21 00:10:43+00,1465
,,2010/12/21 00:15:22+00,1465
,,2010/12/21 00:17:20+00,1465
,,2010/12/21 00:18:06+00,1465
,,2010/12/21 00:20:05+00,1465
,,2010/12/21 00:22:07+00,1465
,,2010/12/21 00:24:07+00,1465
,,2010/12/21 00:26:08+00,1465
,,2010/12/21 00:28:07+00,1465
,,2010/12/21 00:30:08+00,1465
,,2010/12/21 00:32:49+00,1465
,,2010/12/21 00:34:57+00,1465
,,2010/12/21 00:36:07+00,1465
,,2010/12/21 00:38:07+00,1465
,,2010/12/21 00:40:09+00,1465
,,2010/12/21 00:42:06+00,1465
,,2010/12/21 00:44:06+00,1465
,,2010/12/21 00:46:51+00,1465
,,2010/12/21 00:48:07+00,1465
,,2010/12/21 00:50:08+00,1465
,,2010/12/21 00:54:07+00,1465
,,2010/12/21 00:56:10+00,1465
,,2010/12/21 00:59:38+00,1465
,,2010/12/21 01:00:34+00,1465
,,2010/12/21 01:02:10+00,1465
,,2010/12/21 01:04:06+00,1465
,,2010/12/21 01:06:22+00,1465
,,2010/12/21 01:08:06+00,1465
,,2010/12/21 01:10:13+00,1465
,,2010/12/21 01:20:21+00,1465
,,2010/12/21 02:00:44+00,1465
,,2010/12/21 02:08:29+00,1465
,,2010/12/21 02:12:23+00,1465
,,2010/12/21 02:14:08+00,1465
,,2010/12/21 02:16:06+00,1465
,,2010/12/21 02:20:06+00,1465
,,2010/12/21 02:22:05+00,1465
,,2010/12/21 02:26:07+00,1465
,,2010/12/21 02:28:06+00,1465
,,2010/12/21 02:30:14+00,1465
,,2010/12/21 02:32:05+00,1465
,,2010/12/21 02:34:07+00,1465
,,2010/12/21 02:37:25+00,1465
,,2010/12/21 02:38:07+00,1465
,,2010/12/21 02:40:04+00,1465
,,2010/12/21 02:42:08+00,1465
,,2010/12/21 02:44:06+00,1465
,,2010/12/21 02:46:08+00,1465
,,2010/12/21 02:48:06+00,1465
,,2010/12/21 02:50:06+00,1465
,,2010/12/21 02:52:06+00,1465
,,2010/12/21 02:54:07+00,1465
,,2010/12/21 02:56:09+00,1465
,,2010/12/21 02:58:15+00,1465
,,2010/12/21 03:00:28+00,1465
,,2010/12/21 03:02:08+00,1465
,,2010/12/21 03:04:08+00,1465
,,2010/12/21 03:08:06+00,1465
,,2010/12/21 03:10:10+00,1465
,,2010/12/21 03:20:20+00,1465
,,2010/12/21 03:28:32+00,1465
,,2010/12/21 03:30:11+00,1465
,,2010/12/21 03:36:05+00,1465
,,2010/12/21 03:38:17+00,1465
,,2010/12/21 03:40:19+00,1465
,,2010/12/21 03:42:09+00,1465
,,2010/12/21 03:44:17+00,1465
,,2010/12/21 03:46:18+00,1465
,,2010/12/21 03:48:13+00,1465
,,2010/12/21 04:43:27+00,1465
,,2010/12/21 04:44:08+00,1465
,,2010/12/21 04:46:07+00,1465
,,2010/12/21 04:48:10+00,1465
,,2010/12/21 04:50:05+00,1465
,,2010/12/21 04:52:08+00,1465
,,2010/12/21 04:54:08+00,1465
,,2010/12/21 04:57:31+00,1465
,,2010/12/21 04:59:20+00,1465
,,2010/12/21 05:00:05+00,1465
,,2010/12/21 05:03:20+00,1465
,,2010/12/21 05:04:06+00,1465
,,2010/12/21 05:06:06+00,1465
,,2010/12/21 05:08:07+00,1465
,,2010/12/21 05:10:09+00,1465
,,2010/12/21 05:12:09+00,1465
,,2010/12/21 05:14:09+00,1465
,,2010/12/21 05:16:08+00,1465
,,2010/12/21 05:18:13+00,1465
,,2010/12/21 05:20:08+00,1465
,,2010/12/21 05:27:41+00,1465
,,2010/12/21 05:28:07+00,1465
,,2010/12/21 05:36:47+00,1465
,,2010/12/21 05:38:08+00,1465
,,2010/12/21 05:44:07+00,1465
,,2010/12/21 05:46:06+00,1465
,,2010/12/21 05:48:04+00,1465
,,2010/12/21 05:50:10+00,1465
,,2010/12/21 05:52:13+00,1465
,,2010/12/21 05:54:09+00,1465
,,2010/12/21 05:58:12+00,1465
,,2010/12/21 06:00:07+00,1465
,,2010/12/21 06:02:06+00,1465
,,2010/12/21 06:04:06+00,1465
,,2010/12/21 06:06:06+00,1465
,,2010/12/21 06:08:14+00,1465
,,2010/12/21 06:10:10+00,1465
,,2010/12/21 06:12:07+00,1465
,,2010/12/21 06:14:52+00,1465
,,2010/12/21 06:20:09+00,1465
,,2010/12/21 06:23:11+00,1465
,,2010/12/21 06:26:37+00,1465
,,2010/12/21 06:30:10+00,1465
,,2010/12/21 06:32:11+00,1465
,,2010/12/21 06:34:07+00,1465
,,2010/12/21 06:36:08+00,1465
,,2010/12/21 06:38:07+00,1465
,,2010/12/21 06:40:07+00,1465
,,2010/12/21 06:42:06+00,1465
,,2010/12/21 06:44:10+00,1465
,,2010/12/21 06:50:37+00,1465
,,2010/12/21 06:52:05+00,1465
,,2010/12/21 06:54:08+00,1465
,,2010/12/21 06:56:06+00,1465
,,2010/12/21 07:01:20+00,1465
,,2010/12/21 07:04:20+00,1465
,,2010/12/21 07:06:07+00,1465
,,2010/12/21 07:08:06+00,1465
,,2010/12/21 07:10:06+00,1465
,,2010/12/21 07:12:08+00,1465
,,2010/12/21 07:14:08+00,1465
,,2010/12/21 07:16:08+00,1465
,,2010/12/21 07:18:09+00,1465
,,2010/12/21 07:20:04+00,1465
,,2010/12/21 07:22:06+00,1465
,,2010/12/21 07:29:25+00,1465
,,2010/12/21 07:32:07+00,1465
,,2010/12/21 07:39:15+00,1465
,,2010/12/21 07:46:28+00,1465
,,2010/12/21 07:54:32+00,1465
,,2010/12/21 07:58:08+00,1465
,,2010/12/21 08:00:39+00,1465
,,2010/12/21 08:27:22+00,1465
,,2010/12/21 08:28:44+00,1465
,,2010/12/21 08:30:07+00,1465
,,2010/12/21 08:32:05+00,1465
,,2010/12/21 08:34:07+00,1465
,,2010/12/21 08:36:09+00,1465
,,2010/12/21 08:38:08+00,1465
,,2010/12/21 08:40:07+00,1465
,,2010/12/21 08:42:07+00,1465
,,2010/12/21 08:44:09+00,1465
,,2010/12/21 08:47:03+00,1465
,,2010/12/21 08:52:23+00,1465
,,2010/12/21 08:54:38+00,1465
,,2010/12/21 08:56:05+00,1465
,,2010/12/21 09:00:08+00,1465
,,2010/12/21 09:04:13+00,1465
,,2010/12/21 09:07:14+00,1465
,,2010/12/21 09:46:24+00,1465
,,2010/12/21 09:54:32+00,1465
,,2010/12/21 10:00:21+00,1465
,,2010/12/21 10:02:08+00,1465
,,2010/12/21 10:14:54+00,1465
,,2010/12/21 10:17:19+00,1465
,,2010/12/21 10:18:05+00,1465
,,2010/12/21 10:22:11+00,1465
,,2010/12/21 10:24:11+00,1465
,,2010/12/21 10:26:06+00,1465
,,2010/12/21 10:28:05+00,1465
,,2010/12/21 10:30:07+00,1465
,,2010/12/21 10:32:08+00,1465
,,2010/12/21 10:34:07+00,1465
,,2010/12/21 10:36:12+00,1465
,,2010/12/21 10:42:04+00,1465
,,2010/12/21 10:44:07+00,1465
,,2010/12/21 10:46:07+00,1465
,,2010/12/21 10:48:23+00,1465
,,2010/12/21 10:50:14+00,1465
,,2010/12/21 10:52:39+00,1465
,,2010/12/21 10:58:42+00,1465
,,2010/12/21 11:10:52+00,1465
,,2010/12/21 11:20:23+00,1465
,,2010/12/21 11:30:26+00,1465
,,2010/12/21 11:40:25+00,1465
,,2010/12/21 11:42:08+00,1465
,,2010/12/21 11:45:32+00,1465
,,2010/12/21 11:46:05+00,1465
,,2010/12/21 11:48:09+00,1465
,,2010/12/21 11:52:09+00,1465
,,2010/12/21 12:00:12+00,1465
,,2010/12/21 12:10:16+00,1465
,,2010/12/21 13:01:25+00,1465
,,2010/12/21 14:00:19+00,1465
,,2010/12/21 15:00:34+00,1465
,,2010/12/21 16:00:56+00,1465
,,2010/12/21 17:00:29+00,1465
,,2010/12/21 18:00:31+00,1465
,,2010/12/21 19:00:33+00,1465
,,2010/12/21 20:01:19+00,1465
,,2010/12/21 21:00:18+00,1465
,,2010/12/21 21:50:22+00,1465
,,2010/12/21 22:00:36+00,1465
,,2010/12/21 22:08:42+00,1465
,,2010/12/21 22:10:11+00,1465
,,2010/12/21 22:12:11+00,1465
,,2010/12/21 22:14:13+00,1465
,,2010/12/21 22:16:12+00,1465
,,2010/12/21 22:20:20+00,1465
,,2010/12/21 22:22:09+00,1465
,,2010/12/21 22:24:08+00,1465
,,2010/12/21 22:26:11+00,1465
,,2010/12/21 22:28:08+00,1465
,,2010/12/21 22:30:19+00,1465
,,2010/12/21 22:37:29+00,1465
,,2010/12/21 22:42:41+00,1465
,,2010/12/21 22:44:09+00,1465
,,2010/12/21 22:46:10+00,1465
,,2010/12/21 22:50:12+00,1465
,,2010/12/21 22:58:26+00,1465
,,2010/12/21 23:02:08+00,1465
,,2010/12/21 23:04:10+00,1465
,,2010/12/21 23:06:06+00,1465
,,2010/12/21 23:08:14+00,1465
,,2010/12/21 23:14:50+00,1465
,,2010/12/21 23:18:10+00,1465
,,2010/12/21 23:22:06+00,1465
,,2010/12/21 23:26:53+00,1465
,,2010/12/21 23:32:54+00,1465
,,2010/12/21 23:36:07+00,1465
,,2010/12/21 23:40:45+00,1465
